,year,ws,plot,tree,history,species,sp_cd,dbh_cm,tr_ht_m,comments,treatment,plot_type,azimuth,dis_pl_ctr_m,cr_dam,deg_lean,plotNum,BA,biomass
656,2013,77,120,2805,1,Loblolly Pine,131,25.4,22.4,,,,,,,,77_120,506.7074791,251.449588
657,2013,77,120,2806,1,Loblolly Pine,131,9,10.1,,,,,,,,77_120,63.61725124,15.98349157
658,2013,77,120,2807,1,Loblolly Pine,131,18.5,19.6,,,,,,,,77_120,268.8025214,108.1707377
659,2013,77,120,2808,1,Loblolly Pine,131,8.4,12.8,,,,,,,,77_120,55.41769441,13.3541806
668,2013,77,120,2988,1,Loblolly Pine,131,18.5,19.5,,,,,,,,77_120,268.8025214,108.1707377
669,2013,77,120,2989,1,Loblolly Pine,131,22.7,20.2,,,,,,,,77_120,404.7078196,186.584868
670,2013,77,120,2990,1,Loblolly Pine,131,21.9,21.3,,,,,,,,77_120,376.6848131,169.5978446
672,2013,77,120,2992,1,Loblolly Pine,131,14.6,15.7,,,,,,,,77_120,167.4154725,57.51138195
673,2013,77,120,2993,1,Loblolly Pine,131,7.7,8.9,,,,,,,,77_120,46.56625711,10.66466832
678,2013,77,120,2998,1,Loblolly Pine,131,13.3,13.2,,,,,,,,77_120,138.9290811,44.85839989
679,2013,77,120,2999,1,Loblolly Pine,131,21.5,20.8,,,,,,,,77_120,363.050301,161.4757945
681,2013,77,130,2918,1,Loblolly Pine,131,23.5,21.3,,,,,,,,77_130,433.7361357,204.578215
682,2013,77,130,2919,1,Loblolly Pine,131,16.8,20.2,,,,,,,,77_130,221.6707776,83.63502112
683,2013,77,130,2920,1,Loblolly Pine,131,22.8,21.6,,,,,,,,77_130,408.2813813,188.7786228
684,2013,77,130,2921,1,Loblolly Pine,131,12.8,16.9,,,,,,,,77_130,128.6796351,40.51009758
685,2013,77,130,2922,1,Longleaf Pine,121,19.6,19.2,,,,,,,,77_130,301.7185585,126.1896806
686,2013,77,130,2923,1,Longleaf Pine,121,44,26,,,,,,,,77_130,1520.530844,1047.084157
687,2013,77,130,2924,1,Longleaf Pine,121,39.3,28.3,,,,,,,,77_130,1213.039609,786.3714592
688,2013,77,130,2925,1,Longleaf Pine,121,49,30.2,,,,,,,,77_130,1885.74099,1367.854001
689,2013,77,130,2926,1,Longleaf Pine,121,35.7,30.3,,,,,,,,77_130,1000.982105,614.1573978
690,2013,77,130,2927,1,Loblolly Pine,131,31.2,19.3,,,,,,,,77_130,764.5379882,432.4082154
691,2013,77,130,2928,1,Loblolly Pine,131,13.8,10,,,,,,,,77_130,149.5712262,49.4909015
692,2013,77,130,2929,1,Loblolly Pine,131,26.7,20.7,,,,,,,,77_130,559.9024967,286.963225
693,2013,77,130,2930,1,Loblolly Pine,131,35.8,25.1,,,,,,,,77_130,1006.597702,618.617856
694,2013,77,130,2931,1,Loblolly Pine,131,29.5,24,,,,,,,,77_130,683.4927517,373.2800206
695,2013,77,130,2932,1,Loblolly Pine,131,31.5,25.2,,,,,,,,77_130,779.3113276,443.3792884
697,2013,77,130,2934,1,Loblolly Pine,131,39.1,26.4,,,,,,,,77_130,1200.724566,776.1758626
699,2013,77,130,2936,1,Loblolly Pine,131,37.4,25.5,,,,,,,,77_130,1098.583535,692.496284
700,2013,77,130,2937,1,Loblolly Pine,131,23.3,20.2,,,,,,,,77_130,426.3848089,199.9845292
702,2013,77,130,2939,1,Loblolly Pine,131,17.3,15.6,,,,,,,,77_130,235.0618163,90.44460678
703,2013,77,130,2940,1,Loblolly Pine,131,39.5,24.4,,,,,,,,77_130,1225.417484,796.6408486
709,2013,77,140,2577,1,Loblolly Pine,131,23.4,21.1,,,,,,,,77_140,430.0526183,202.2733854
712,2013,77,140,2580,1,Loblolly Pine,131,9.4,11,,,,,,,,77_140,69.39778172,17.91018903
713,2013,77,140,2581,1,Loblolly Pine,131,8.5,11,,,,,,,,77_140,56.74501731,13.77117392
714,2013,77,140,2582,1,Loblolly Pine,131,13.6,13.5,,,,,,,,77_140,145.2672443,47.60334794
716,2013,77,140,2584,1,Loblolly Pine,131,9.3,11.1,,,,,,,,77_140,67.92908715,17.41517874
719,2013,77,140,2587,1,Loblolly Pine,131,32.9,24.5,,,,,,,,77_140,850.122826,496.7280161
720,2013,77,140,2588,1,Loblolly Pine,131,29.6,23.5,,,,,,,,77_140,688.1344548,376.6159465
721,2013,77,140,2589,1,Loblolly Pine,131,8.5,10.2,,,,,,,,77_140,56.74501731,13.77117392
723,2013,77,140,2591,1,Loblolly Pine,131,14.4,14.7,,,,,,,,77_140,162.8601632,55.43484878
725,2013,77,140,2593,1,Loblolly Pine,131,14.8,13.9,,,,,,,,77_140,172.0336137,59.63624292
728,2013,77,140,2596,1,Loblolly Pine,131,9.7,11.3,,,,,,,,77_140,73.89811319,19.44948202
729,2013,77,140,2597,1,Loblolly Pine,131,8.7,8.9,,,,,,,,77_140,59.44678699,14.6304282
730,2013,77,140,2598,1,Loblolly Pine,131,45.1,27,,,,,,,,77_140,1597.507718,1113.882826
731,2013,77,140,2599,1,Loblolly Pine,131,9,10,,,,,,,,77_140,63.61725124,15.98349157
732,2013,77,140,2600,1,Loblolly Pine,131,10.4,12.4,,,,,,,,77_140,84.94866535,23.36599603
733,2013,77,140,2601,1,Loblolly Pine,131,33.7,26.7,,,,,,,,77_140,891.9688402,528.8129858
734,2013,77,140,2602,1,Loblolly Pine,131,12.4,10.9,,,,,,,,77_140,120.7628216,37.23130992
735,2013,77,140,2603,1,Loblolly Pine,131,22.4,17.7,,,,,,,,77_140,394.0813825,180.0978077
738,2013,77,140,2606,1,Loblolly Pine,131,9,10.3,,,,,,,,77_140,63.61725124,15.98349157
742,2013,77,140,2610,1,Loblolly Pine,131,26.8,19.7,,,,,,,,77_140,564.1043769,289.8132237
743,2013,77,140,2611,1,Loblolly Pine,131,58.8,32.3,,,,,,,,77_140,2715.467026,2114.93207
745,2013,77,140,2613,1,Loblolly Pine,131,13.1,12.7,,,,,,,,77_140,134.7821788,43.08536982
749,2013,77,140,2617,1,Loblolly Pine,131,18,16.9,,,,,,,,77_140,254.4690049,100.5442504
750,2013,77,140,2618,1,Loblolly Pine,131,16.2,16.5,,,,,,,,77_140,206.119894,75.89884017
751,2013,77,140,2619,1,Loblolly Pine,131,21.6,20.6,,,,,,,,77_140,366.4353671,163.4832995
752,2013,77,140,2620,1,Loblolly Pine,131,12.4,14.9,,,,,,,,77_140,120.7628216,37.23130992
753,2013,77,150,2704,1,Loblolly Pine,131,15.4,15.8,,,,,,,,77_150,186.2650284,66.30503962
754,2013,77,150,2705,1,Loblolly Pine,131,12.9,14.4,,,,,,,,77_150,130.6981084,41.35736112
755,2013,77,150,2706,1,Loblolly Pine,131,11.2,12.2,,,,,,,,77_150,98.52034562,28.42171838
756,2013,77,150,2707,1,Loblolly Pine,131,43.9,30.6,,,,,,,,77_150,1513.627194,1041.119014
757,2013,77,150,2708,1,Loblolly Pine,131,8.1,8.5,,,,,,,,77_150,51.5299735,12.15291784
758,2013,77,150,2709,2,Loblolly Pine,131,29.3,2.5,,,,,,,,77_150,674.2564693,366.6611268
759,2013,77,150,2710,1,Loblolly Pine,131,40.9,29.2,,,,,,,,77_150,1313.821902,870.5891357
760,2013,77,150,2711,1,Loblolly Pine,131,11.7,9.7,,,,,,,,77_150,107.5131546,31.90900225
761,2013,77,150,2712,1,Loblolly Pine,131,45.9,28.5,,,,,,,,77_150,1654.684705,1163.815912
762,2013,77,150,2713,1,Loblolly Pine,131,41.1,29.2,,,,,,,,77_150,1326.702432,881.4471884
763,2013,77,150,2714,1,Loblolly Pine,131,15.6,7.2,,,,,,,,77_150,191.134497,68.62744193
781,2013,77,170,2531,1,Loblolly Pine,131,26.1,23.3,,,,,,,,77_170,535.0210829,270.2191541
782,2013,77,170,2532,1,Loblolly Pine,131,26,24.6,,,,,,,,77_170,530.9291585,267.4875363
783,2013,77,170,2533,1,Loblolly Pine,131,33.6,25.1,,,,,,,,77_170,886.6831105,524.7384393
784,2013,77,170,2534,1,Loblolly Pine,131,31,25.8,,,,,,,,77_170,754.767635,425.1840432
785,2013,77,170,2535,1,Loblolly Pine,131,30.5,26.3,,,,,,,,77_170,730.6166415,407.4372157
787,2013,77,170,2537,1,Loblolly Pine,131,30.2,24.8,,,,,,,,77_170,716.3145409,397.0034678
788,2013,77,170,2538,1,Loblolly Pine,131,41.8,25.6,,,,,,,,77_170,1372.279087,920.0272208
789,2013,77,170,2539,1,Loblolly Pine,131,42.6,24.8,,,,,,,,77_170,1425.309171,965.2139903
790,2013,77,170,2540,1,Loblolly Pine,131,23.2,23.7,,,,,,,,77_170,422.7327075,197.7116116
791,2013,77,170,2541,2,Loblolly Pine,131,15.2,14.2,,,,,,,,77_170,181.4583917,64.03265042
792,2013,77,170,2542,1,Loblolly Pine,131,26.1,22.9,,,,,,,,77_170,535.0210829,270.2191541
793,2013,77,170,2543,1,Loblolly Pine,131,31.6,24,,,,,,,,77_170,784.26719,447.0723266
794,2013,77,170,2544,1,Loblolly Pine,131,31,25.7,,,,,,,,77_170,754.767635,425.1840432
795,2013,77,170,2545,1,Loblolly Pine,131,31.4,25.1,,,,,,,,77_170,774.3711732,439.7042675
839,2013,77,200,2546,1,Loblolly Pine,131,36.8,24.7,,,,,,,,77_200,1063.617609,664.237634
840,2013,77,200,2547,1,Loblolly Pine,131,38.9,25.7,,,,,,,,77_200,1188.472355,766.0540918
841,2013,77,200,2549,2,Loblolly Pine,131,28.8,2.5,,,,,,,,77_200,651.4406526,350.4218411
842,2013,77,200,2550,1,Loblolly Pine,131,36.4,25.3,,,,,,,,77_200,1040.621151,645.7681258
843,2013,77,200,2551,1,Loblolly Pine,131,35.8,26,,,,,,,,77_200,1006.597702,618.617856
844,2013,77,200,2552,1,Loblolly Pine,131,39.6,27.9,,,,,,,,77_200,1231.629984,801.803204
845,2013,77,200,2553,1,Loblolly Pine,131,35.4,26,,,,,,,,77_200,984.2295624,600.8866547
846,2013,77,200,2554,1,Loblolly Pine,131,36.9,27.8,,,,,,,,77_200,1069.405993,668.9012026
847,2013,77,200,5648,1,Loblolly Pine,131,31.6,25.5,,,,,,,,77_200,784.26719,447.0723266
848,2013,77,210,2402,1,Loblolly Pine,131,7.9,9.9,,,,,,,,77_210,49.01669938,11.39281941
849,2013,77,210,2403,1,Loblolly Pine,131,9.4,11.7,,,,,,,,77_210,69.39778172,17.91018903
851,2013,77,210,2405,1,Loblolly Pine,131,11.1,7.2,,,,,,,,77_210,96.76890771,27.7549171
852,2013,77,210,2406,1,Loblolly Pine,131,14.7,13.5,,,,,,,,77_210,169.7166891,58.56774473
854,2013,77,210,2408,1,Loblolly Pine,131,27.2,14.1,,,,,,,,77_210,581.0689772,301.3836987
855,2013,77,210,2409,1,Loblolly Pine,131,9.7,13.9,,,,,,,,77_210,73.89811319,19.44948202
856,2013,77,210,2410,1,Loblolly Pine,131,18.9,18.9,,,,,,,,77_210,280.5520779,114.5238191
857,2013,77,210,2411,1,Loblolly Pine,131,17.9,19.4,,,,,,,,77_210,251.6494255,99.06047782
858,2013,77,210,2412,1,Loblolly Pine,131,12.3,18.2,,,,,,,,77_210,118.8228881,36.43889054
859,2013,77,210,2413,1,Loblolly Pine,131,14.1,16.8,,,,,,,,77_210,156.1450089,52.40972263
860,2013,77,210,2414,1,Loblolly Pine,131,24.7,22.2,,,,,,,,77_210,479.1635655,233.4944647
861,2013,77,210,2415,1,Loblolly Pine,131,12,11.5,,,,,,,,77_210,113.0973355,34.12616544
862,2013,77,210,2416,1,Loblolly Pine,131,12.9,15.6,,,,,,,,77_210,130.6981084,41.35736112
863,2013,77,210,2417,1,Loblolly Pine,131,17.5,20.5,,,,,,,,77_210,240.5281875,93.2622558
864,2013,77,210,2418,1,Loblolly Pine,131,25.7,22.2,,,,,,,,77_210,518.7476329,259.3933606
865,2013,77,210,2419,1,Loblolly Pine,131,30,21.9,,,,,,,,77_210,706.8583471,390.1366463
866,2013,77,210,2420,1,Loblolly Pine,131,15.9,19.3,,,,,,,,77_210,198.5565097,72.20572238
867,2013,77,210,2421,1,Loblolly Pine,131,13.7,15,,,,,,,,77_210,147.4113813,48.54132881
868,2013,77,210,2422,1,Loblolly Pine,131,25.8,22.8,,,,,,,,77_210,522.7924335,262.0746686
869,2013,77,210,2423,1,Loblolly Pine,131,27.9,22.3,,,,,,,,77_210,611.3617844,322.2923883
871,2013,77,210,2425,1,Loblolly Pine,131,14.1,15,,,,,,,,77_210,156.1450089,52.40972263
872,2013,77,210,2426,1,Loblolly Pine,131,23.9,21.5,,,,,,,,77_210,448.6272849,213.9579563
873,2013,77,210,2427,1,Loblolly Pine,131,12.6,15.4,,,,,,,,77_210,124.6898124,38.84876574
874,2013,77,210,2428,1,Loblolly Pine,131,24.7,21.2,,,,,,,,77_210,479.1635655,233.4944647
875,2013,77,210,2429,1,Loblolly Pine,131,24,20.5,,,,,,,,77_210,452.3893421,216.3431675
876,2013,77,210,2430,1,Loblolly Pine,131,20.1,21.4,,,,,,,,77_210,317.308712,134.9564194
878,2013,77,210,2432,1,Loblolly Pine,131,24.5,20.6,,,,,,,,77_210,471.4352476,228.5125491
879,2013,77,210,2433,1,Loblolly Pine,131,12.6,12.8,,,,,,,,77_210,124.6898124,38.84876574
881,2013,77,210,2435,1,Loblolly Pine,131,24.1,19.5,,,,,,,,77_210,456.1671073,218.7445563
882,2013,77,210,2436,1,Loblolly Pine,131,13.1,15,,,,,,,,77_210,134.7821788,43.08536982
883,2013,77,210,2437,1,Loblolly Pine,131,12.3,12.4,,,,,,,,77_210,118.8228881,36.43889054
884,2013,77,210,2438,1,Loblolly Pine,131,9,13,,,,,,,,77_210,63.61725124,15.98349157
885,2013,77,210,2439,1,Loblolly Pine,131,23.8,21.5,,,,,,,,77_210,444.8809357,211.5888893
886,2013,77,210,2440,1,Loblolly Pine,131,8.8,10.4,,,,,,,,77_210,60.82123377,15.07282449
887,2013,77,210,2441,1,Loblolly Pine,131,18.9,19.2,,,,,,,,77_210,280.5520779,114.5238191
888,2013,77,210,2442,1,Loblolly Pine,131,13,17.2,,,,,,,,77_210,132.7322896,42.21576619
889,2013,77,210,2443,1,Loblolly Pine,131,19.5,19.7,,,,,,,,77_210,298.6476516,124.4799899
890,2013,77,210,2444,1,Loblolly Pine,131,16.3,17.9,,,,,,,,77_210,208.672438,77.15563484
891,2013,77,210,2445,1,Loblolly Pine,131,12.2,18.7,,,,,,,,77_210,116.8986626,35.65726578
892,2013,77,210,2446,1,Loblolly Pine,131,12,16,,,,,,,,77_210,113.0973355,34.12616544
893,2013,77,210,2447,1,Loblolly Pine,131,24.4,19.9,,,,,,,,77_210,467.5946506,226.0461197
896,2013,77,210,2450,1,Loblolly Pine,131,13.9,16.3,,,,,,,,77_210,151.7467792,50.45212133
897,2013,77,210,2451,1,Loblolly Pine,131,11.9,15.3,,,,,,,,77_210,111.2202339,33.37657201
898,2013,77,210,2452,1,Loblolly Pine,131,11,13.9,,,,,,,,77_210,95.03317777,27.09819226
899,2013,77,210,2453,1,Loblolly Pine,131,20.6,21,,,,,,,,77_210,333.2915646,144.0908409
900,2013,77,210,2454,1,Loblolly Pine,131,22.2,19,,,,,,,,77_210,387.0756308,175.8512377
901,2013,77,210,2695,1,Loblolly Pine,131,22.1,21.5,,,,,,,,77_210,383.596317,173.7512825
902,2013,77,210,2696,1,Loblolly Pine,131,32.3,23.2,,,,,,,,77_210,819.3980499,473.429333
903,2013,77,210,2697,1,Loblolly Pine,131,13.1,14.9,,,,,,,,77_210,134.7821788,43.08536982
904,2013,77,210,2698,1,Loblolly Pine,131,27,21.7,,,,,,,,77_210,572.5552611,295.564312
905,2013,77,210,2699,1,Loblolly Pine,131,23.9,22.5,,,,,,,,77_210,448.6272849,213.9579563
906,2013,77,210,2700,1,Loblolly Pine,131,8.8,7.6,,,,,,,,77_210,60.82123377,15.07282449
907,2013,77,220,2663,1,Loblolly Pine,131,25.9,18.9,,,,,,,,77_220,526.852942,264.7727174
908,2013,77,220,2664,1,Loblolly Pine,131,29.5,20.7,,,,,,,,77_220,683.4927517,373.2800206
909,2013,77,220,2665,1,Loblolly Pine,131,13.1,10.4,,,,,,,,77_220,134.7821788,43.08536982
910,2013,77,220,2666,1,Loblolly Pine,131,38.1,22.3,,,,,,,,77_220,1140.091828,726.305789
911,2013,77,220,2667,1,Loblolly Pine,131,13.9,14.8,,,,,,,,77_220,151.7467792,50.45212133
912,2013,77,220,2668,1,Loblolly Pine,131,26.9,22.9,,,,,,,,77_220,568.321965,292.6802438
914,2013,77,220,2670,1,Loblolly Pine,131,17.7,17.8,,,,,,,,77_220,246.0573906,96.13408687
916,2013,77,220,2672,1,Loblolly Pine,131,16,17.4,,,,,,,,77_220,201.0619298,73.42393431
917,2013,77,220,2673,1,Loblolly Pine,131,8.9,11.2,,,,,,,,77_220,62.21138852,15.52382329
919,2013,77,220,2675,1,Loblolly Pine,131,22.8,20.4,,,,,,,,77_220,408.2813813,188.7786228
920,2013,77,220,2676,1,Loblolly Pine,131,8,10.8,,,,,,,,77_220,50.26548246,11.76884037
921,2013,77,220,2677,1,Loblolly Pine,131,9.4,12.9,,,,,,,,77_220,69.39778172,17.91018903
922,2013,77,220,2678,1,Loblolly Pine,131,12.4,14.6,,,,,,,,77_220,120.7628216,37.23130992
923,2013,77,220,2679,1,Loblolly Pine,131,8.1,12.9,,,,,,,,77_220,51.5299735,12.15291784
926,2013,77,220,2682,1,Loblolly Pine,131,21,17.7,,,,,,,,77_220,346.3605901,151.6665922
928,2013,77,220,2684,1,Loblolly Pine,131,14.5,12.1,,,,,,,,77_220,165.1299639,56.46710117
929,2013,77,220,2685,1,Loblolly Pine,131,21.2,21.6,,,,,,,,77_220,352.9893506,155.5447656
930,2013,77,220,2686,2,Loblolly Pine,131,8.5,10.7,,,,,,,,77_220,56.74501731,13.77117392
931,2013,77,220,2687,1,Loblolly Pine,131,14.7,18.1,,,,,,,,77_220,169.7166891,58.56774473
932,2013,77,220,2688,1,Loblolly Pine,131,13.9,18.9,,,,,,,,77_220,151.7467792,50.45212133
933,2013,77,220,2689,1,Loblolly Pine,131,7.9,7.3,,,,,,,,77_220,49.01669938,11.39281941
934,2013,77,220,2690,1,Loblolly Pine,131,31.3,23.6,,,,,,,,77_220,769.4467267,436.0472484
937,2013,77,220,2693,1,Loblolly Pine,131,8.3,9.4,,,,,,,,77_220,54.10607948,12.94551912
938,2013,77,220,2694,1,Loblolly Pine,131,8.8,10.7,,,,,,,,77_220,60.82123377,15.07282449
958,2013,77,240,2622,1,Loblolly Pine,131,32.3,22.9,,,,,,,,77_240,819.3980499,473.429333
961,2013,77,240,2625,1,Loblolly Pine,131,26.5,18.2,,,,,,,,77_240,551.5458602,281.3141835
962,2013,77,240,2626,1,Loblolly Pine,131,30.6,14.8,,,,,,,,77_240,735.4154243,410.9508092
963,2013,77,240,2627,1,Loblolly Pine,131,27.3,19.9,,,,,,,,77_240,585.3493972,304.3190694
964,2013,77,240,2628,1,Loblolly Pine,131,8.6,8.3,,,,,,,,77_240,58.08804816,14.19656718
965,2013,77,240,2629,1,Loblolly Pine,131,17.8,16.7,,,,,,,,77_240,248.8455541,97.59043888
966,2013,77,240,2630,1,Loblolly Pine,131,9.3,10.1,,,,,,,,77_240,67.92908715,17.41517874
967,2013,77,240,2631,1,Loblolly Pine,131,21.9,21.9,,,,,,,,77_240,376.6848131,169.5978446
968,2013,77,240,2632,1,Loblolly Pine,131,11.6,14.2,,,,,,,,77_240,105.6831769,31.1909067
969,2013,77,240,2633,1,Loblolly Pine,131,14.4,14.7,,,,,,,,77_240,162.8601632,55.43484878
970,2013,77,240,2634,1,Loblolly Pine,131,25.2,22.3,,,,,,,,77_240,498.7592497,246.2369003
971,2013,77,240,2635,1,Loblolly Pine,131,26.4,20,,,,,,,,77_240,547.391104,278.5150861
972,2013,77,240,2636,1,Loblolly Pine,131,15.3,15.4,,,,,,,,77_240,183.8538561,65.16261932
973,2013,77,240,2637,1,Loblolly Pine,131,23.7,22,,,,,,,,77_240,441.1502944,209.2359327
974,2013,77,240,2638,1,Loblolly Pine,131,14,17.7,,,,,,,,77_240,153.93804,51.42504341
975,2013,77,240,2639,1,Loblolly Pine,131,15.1,19.3,,,,,,,,77_240,179.0786352,62.91508079
976,2013,77,240,2640,1,Loblolly Pine,131,7.9,10,,,,,,,,77_240,49.01669938,11.39281941
977,2013,77,240,2641,1,Loblolly Pine,131,11.4,14.7,,,,,,,,77_240,102.0703453,29.78579448
978,2013,77,240,2642,1,Loblolly Pine,131,17,19.9,,,,,,,,77_240,226.9800692,86.31888989
979,2013,77,240,2643,1,Loblolly Pine,131,9.1,11.1,,,,,,,,77_240,65.03882191,16.45189601
980,2013,77,240,2644,1,Loblolly Pine,131,15.3,17.4,,,,,,,,77_240,183.8538561,65.16261932
981,2013,77,240,2645,1,Loblolly Pine,131,11,15.9,,,,,,,,77_240,95.03317777,27.09819226
982,2013,77,240,2646,1,Loblolly Pine,131,10,14,,,,,,,,77_240,78.53981634,21.07153199
983,2013,77,240,2647,1,Loblolly Pine,131,11.7,13.6,,,,,,,,77_240,107.5131546,31.90900225
984,2013,77,240,2648,1,Loblolly Pine,131,15.8,16.8,,,,,,,,77_240,196.0667975,71.0002703
985,2013,77,240,2649,1,Loblolly Pine,131,8.8,9.5,,,,,,,,77_240,60.82123377,15.07282449
986,2013,77,240,2650,1,Loblolly Pine,131,22.3,18.4,,,,,,,,77_240,390.5706527,177.9667337
987,2013,77,240,2651,1,Loblolly Pine,131,17.7,14.9,,,,,,,,77_240,246.0573906,96.13408687
988,2013,77,240,2652,1,Loblolly Pine,131,24.9,25,,,,,,,,77_240,486.9547153,238.5420022
991,2013,77,240,2655,1,Loblolly Pine,131,7.7,8.3,,,,,,,,77_240,46.56625711,10.66466832
995,2013,77,240,2659,1,Loblolly Pine,131,37.9,27.4,,,,,,,,77_240,1128.153776,716.5535032
997,2013,77,240,2661,1,Loblolly Pine,131,28.5,20.5,,,,,,,,77_240,637.9396582,340.8885736
998,2013,77,240,2662,1,Loblolly Pine,131,30,24.1,,,,,,,,77_240,706.8583471,390.1366463
999,2018,77,10,2828,1,Loblolly Pine,131,33.9,25.4,,Thin,Hugo,,,,,77_10,902.5874234,537.0169752
1000,2018,77,10,2829,1,Loblolly Pine,131,21.1,20.4,,Thin,Hugo,,,,,77_10,349.6671163,153.5981207
1001,2018,77,10,2830,1,Loblolly Pine,131,41.2,28.7,,Thin,Hugo,,,,,77_10,1333.166258,886.9037116
1004,2018,77,10,2833,1,Loblolly Pine,131,28.3,22.3,,Thin,Hugo,,,,,77_10,629.0175351,334.6203178
1005,2018,77,10,2834,1,Loblolly Pine,131,24.2,23.4,,Thin,Hugo,,,,,77_10,459.9605804,221.162156
1008,2018,77,10,2837,1,Loblolly Pine,131,14.8,20.4,,Thin,Hugo,,,,,77_10,172.0336137,59.63624292
1009,2018,77,10,2838,1,Loblolly Pine,131,16.7,20.4,,Thin,Hugo,,,,,77_10,219.0396938,82.31292372
1010,2018,77,10,2839,1,Loblolly Pine,131,26.5,23.1,,Thin,Hugo,,,,,77_10,551.5458602,281.3141835
1011,2018,77,10,2840,1,Loblolly Pine,131,25.8,24,,Thin,Hugo,,,,,77_10,522.7924335,262.0746686
1012,2018,77,10,2841,1,Loblolly Pine,131,32.2,22.6,,Thin,Hugo,,,,,77_10,814.3322317,469.6097592
1014,2018,77,10,2843,1,Loblolly Pine,131,24.7,20.7,,Thin,Hugo,,,,,77_10,479.1635655,233.4944647
1015,2018,77,10,2844,1,Loblolly Pine,131,24.6,23.7,,Thin,Hugo,,,,,77_10,475.2915526,230.9953201
1017,2018,77,10,2846,1,Loblolly Pine,131,46.3,26.6,,Thin,Hugo,,,,,77_10,1683.650189,1189.205958
1018,2018,77,10,2847,1,Loblolly Pine,131,15.5,15.3,,Thin,Hugo,,,,,77_10,188.6919088,67.45996325
1019,2018,77,10,2848,1,Loblolly Pine,131,40.8,27.6,,Thin,Hugo,,,,,77_10,1307.405199,865.1876235
1020,2018,77,10,2849,1,Loblolly Pine,131,56.6,29.3,,Thin,Hugo,,,,,77_10,2516.07014,1934.740282
263,2022,77,10,2834,1,Loblolly Pine,131,26,25,,Thin,Hugo,95,8.4,,,77_10,530.9291585,267.4875363
272,2022,77,10,2844,1,Loblolly Pine,131,27.6,24.6,,Thin,Hugo,234,8.4,,,77_10,598.2849049,313.2282003
279,2022,77,10,2839,1,Loblolly Pine,131,28.5,25.5,,Thin,Hugo,134,8.3,,,77_10,637.9396582,340.8885736
295,2022,77,10,2833,1,Loblolly Pine,131,30.8,25.4,DC=2?,Thin,Hugo,62,10.5,,,77_10,745.0601137,418.0316195
313,2022,77,10,2841,1,Loblolly Pine,131,34.9,27.7,,Thin,Hugo,178,4.1,,,77_10,956.622817,579.137196
326,2022,77,10,2830,1,Loblolly Pine,131,42,30.8,,Thin,Hugo,49,4.4,,5,77_10,1385.44236,931.2145779
328,2022,77,10,2848,1,Loblolly Pine,131,42.1,29.8,,Thin,Hugo,349,3.5,,10,77_10,1392.047559,936.8356189
335,2022,77,10,2846,1,Loblolly Pine,131,48.6,28.1,,Thin,Hugo,306,8.1,,,77_10,1855.079046,1340.598966
336,2022,77,10,2849,1,Loblolly Pine,131,58,33,,Thin,Hugo,358,8.5,,5,77_10,2642.079422,2048.637869
1003,2018,77,10,2832,1,Blackgum (Up). ,693,16.4,14.6,,Thin,Hugo,,,,,77_10,211.24069,110.3160683
1006,2018,77,10,2835,1,Sweetgum,611,22,12.6,broken top,Thin,Hugo,,,,,77_10,380.1327111,228.2977778
221,2022,77,10,2832,2,Up. Blackgum,693,16.2,13.6,meas dbh + ht 2x; broken top,Thin,Hugo,45,11.3,1,,77_10,206.119894,107.0127117
1021,2018,77,20,2486,1,Loblolly Pine,131,29.4,24.6,,Thin,Hugo,,,,,77_20,678.8667565,369.9617542
1022,2018,77,20,2487,1,Loblolly Pine,131,43,26,,Thin,Hugo,,,,,77_20,1452.201204,988.2437558
1023,2018,77,20,2488,1,Loblolly Pine,131,14,13.1,,Thin,Hugo,,,,,77_20,153.93804,51.42504341
1024,2018,77,20,2489,1,Loblolly Pine,131,19.6,17.5,,Thin,Hugo,,,,,77_20,301.7185585,126.1896806
1025,2018,77,20,2490,1,Loblolly Pine,131,45.3,27.2,,Thin,Hugo,,,,,77_20,1611.707717,1126.259825
1026,2018,77,20,2491,1,Loblolly Pine,131,34.8,25.4,,Thin,Hugo,,,,,77_20,951.1485918,574.8425169
1027,2018,77,20,2492,1,Loblolly Pine,131,9.4,7.8,,Thin,Hugo,,,,,77_20,69.39778172,17.91018903
1028,2018,77,20,2493,1,Loblolly Pine,131,34.8,26.9,,Thin,Hugo,,,,,77_20,951.1485918,574.8425169
1030,2018,77,20,2495,1,Loblolly Pine,131,33.9,23.9,,Thin,Hugo,,,,,77_20,902.5874234,537.0169752
1031,2018,77,20,2496,1,Loblolly Pine,131,42.6,26.9,,Thin,Hugo,,,,,77_20,1425.309171,965.2139903
1033,2018,77,20,2498,1,Loblolly Pine,131,19.3,19.1,,Thin,Hugo,,,,,77_20,292.5529619,121.1039219
1035,2018,77,20,2701,1,Loblolly Pine,131,30.4,22.2,,Thin,Hugo,,,,,77_20,725.8335667,403.941473
1036,2018,77,20,2702,1,Loblolly Pine,131,16,13.6,"charred, broken top",Thin,Hugo,,,,,77_20,201.0619298,73.42393431
1037,2018,77,20,2703,1,Loblolly Pine,131,43.4,26.6,,Thin,Hugo,,,,,77_20,1479.344565,1011.563344
185,2022,77,20,2492,1,Loblolly Pine,131,9.4,8,,Thin,Hugo,184,8.9,,40,77_20,69.39778172,17.91018903
